l1,net_value,tokens,option_test,option_test,option_test,option_test,option_test,price,price
2024-05-13 00:00:00,29321.748,0.0,10.0,10.0,0.0,0.0,0.0,2932.175,1.0
2024-05-13 01:00:00,29154.493,0.0,10.0,10.0,0.0,0.0,0.0,2915.449,1.0
2024-05-13 02:00:00,28863.653,0.0,10.0,10.0,0.0,0.0,0.0,2886.365,1.0
2024-05-13 03:00:00,28858.835,0.0,10.0,10.0,0.0,0.0,0.0,2885.884,1.0
2024-05-13 04:00:00,28836.262,0.0,10.0,10.0,0.0,0.0,0.0,2883.626,1.0
2024-05-13 05:00:00,28739.892,0.0,10.0,10.0,0.0,0.0,0.0,2873.989,1.0
2024-05-13 06:00:00,29135.999,0.0,10.0,10.0,0.0,0.0,0.0,2913.6,1.0
2024-05-13 07:00:00,29311.8,0.0,10.0,10.0,0.0,0.0,0.0,2931.18,1.0
2024-05-13 08:00:00,29750.198,0.0,10.0,10.0,0.0,0.0,0.0,2975.02,1.0
2024-05-13 09:00:00,29883.405,0.0,10.0,10.0,0.0,0.0,0.0,2988.34,1.0
2024-05-13 10:00:00,29635.026,0.0,10.0,10.0,0.0,0.0,0.0,2963.503,1.0
2024-05-13 11:00:00,29646.307,0.0,10.0,10.0,0.0,0.0,0.0,2964.631,1.0
2024-05-13 12:00:00,29642.555,0.0,10.0,10.0,0.0,0.0,0.0,2964.256,1.0
2024-05-13 13:00:00,29643.334,0.0,10.0,10.0,0.0,0.0,0.0,2964.333,1.0
2024-05-13 14:00:00,29497.772,0.0,10.0,10.0,0.0,0.0,0.0,2949.777,1.0
2024-05-13 15:00:00,29638.293,0.0,10.0,10.0,0.0,0.0,0.0,2963.829,1.0
2024-05-13 16:00:00,29738.427,0.0,10.0,10.0,0.0,0.0,0.0,2973.843,1.0
2024-05-13 17:00:00,29418.092,0.0,10.0,10.0,0.0,0.0,0.0,2941.809,1.0
2024-05-13 18:00:00,29405.07,0.0,10.0,10.0,0.0,0.0,0.0,2940.507,1.0
2024-05-13 19:00:00,29542.684,0.0,10.0,10.0,0.0,0.0,0.0,2954.268,1.0
2024-05-13 20:00:00,29531.909,0.0,10.0,10.0,0.0,0.0,0.0,2953.191,1.0
2024-05-13 21:00:00,29482.224,0.0,10.0,10.0,0.0,0.0,0.0,2948.222,1.0
2024-05-13 22:00:00,29419.36,0.0,10.0,10.0,0.0,0.0,0.0,2941.936,1.0
2024-05-13 23:00:00,29489.836,0.0,10.0,10.0,0.0,0.0,0.0,2948.984,1.0
2024-05-14 00:00:00,29457.381,0.0,10.0,10.0,0.0,0.0,0.0,2945.738,1.0
2024-05-14 01:00:00,29421.346,0.0,10.0,10.0,0.0,0.0,0.0,2942.135,1.0
2024-05-14 02:00:00,29508.145,0.0,10.0,10.0,0.0,0.0,0.0,2950.814,1.0
2024-05-14 03:00:00,29408.651,0.0,10.0,10.0,0.0,0.0,0.0,2940.865,1.0
2024-05-14 04:00:00,29359.834,0.0,10.0,10.0,0.0,0.0,0.0,2935.983,1.0
2024-05-14 05:00:00,29410.642,0.0,10.0,10.0,0.0,0.0,0.0,2941.064,1.0
2024-05-14 06:00:00,29161.897,0.0,10.0,10.0,0.0,0.0,0.0,2916.19,1.0
2024-05-14 07:00:00,29152.2,0.0,10.0,10.0,0.0,0.0,0.0,2915.22,1.0
2024-05-14 08:00:00,29148.728,0.0,10.0,10.0,0.0,0.0,0.0,2914.873,1.0
2024-05-14 09:00:00,29100.343,0.0,10.0,10.0,0.0,0.0,0.0,2910.034,1.0
2024-05-14 10:00:00,29039.034,0.0,10.0,10.0,0.0,0.0,0.0,2903.903,1.0
2024-05-14 11:00:00,29060.665,0.0,10.0,10.0,0.0,0.0,0.0,2906.066,1.0
2024-05-14 12:00:00,28966.63,0.0,10.0,10.0,0.0,0.0,0.0,2896.663,1.0
2024-05-14 13:00:00,29010.614,0.0,10.0,10.0,0.0,0.0,0.0,2901.061,1.0
2024-05-14 14:00:00,28891.585,0.0,10.0,10.0,0.0,0.0,0.0,2889.158,1.0
2024-05-14 15:00:00,28995.589,0.0,10.0,10.0,0.0,0.0,0.0,2899.559,1.0
2024-05-14 16:00:00,28886.225,0.0,10.0,10.0,0.0,0.0,0.0,2888.622,1.0
2024-05-14 17:00:00,28754.254,0.0,10.0,10.0,0.0,0.0,0.0,2875.425,1.0
2024-05-14 18:00:00,28856.107,0.0,10.0,10.0,0.0,0.0,0.0,2885.611,1.0
2024-05-14 19:00:00,28913.334,0.0,10.0,10.0,0.0,0.0,0.0,2891.333,1.0
2024-05-14 20:00:00,28914.895,0.0,10.0,10.0,0.0,0.0,0.0,2891.49,1.0
2024-05-14 21:00:00,28938.537,0.0,10.0,10.0,0.0,0.0,0.0,2893.854,1.0
2024-05-15 22:00:00,30156.822,0.0,10.0,10.0,0.0,0.0,0.0,3015.682,1.0
2024-05-15 23:00:00,30372.53,0.0,10.0,10.0,0.0,0.0,0.0,3037.253,1.0
2024-05-16 00:00:00,30225.195,0.0,10.0,10.0,0.0,0.0,0.0,3022.52,1.0
2024-05-16 01:00:00,30157.596,0.0,10.0,10.0,0.0,0.0,0.0,3015.76,1.0
2024-05-16 02:00:00,30075.461,0.0,10.0,10.0,0.0,0.0,0.0,3007.546,1.0
2024-05-16 03:00:00,30158.756,0.0,10.0,10.0,0.0,0.0,0.0,3015.876,1.0
2024-05-16 04:00:00,30082.968,0.0,10.0,10.0,0.0,0.0,0.0,3008.297,1.0
2024-05-16 05:00:00,30096.701,0.0,10.0,10.0,0.0,0.0,0.0,3009.67,1.0
2024-05-16 06:00:00,30153.592,0.0,10.0,10.0,0.0,0.0,0.0,3015.359,1.0
2024-05-16 07:00:00,30168.8,0.0,10.0,10.0,0.0,0.0,0.0,3016.88,1.0
2024-05-16 08:00:00,30123.2,0.0,10.0,10.0,0.0,0.0,0.0,3012.32,1.0
2024-05-16 09:00:00,30080.3,0.0,10.0,10.0,0.0,0.0,0.0,3008.03,1.0
2024-05-16 10:00:00,29989.6,0.0,10.0,10.0,0.0,0.0,0.0,2998.96,1.0
2024-05-16 11:00:00,30072.0,0.0,10.0,10.0,0.0,0.0,0.0,3007.2,1.0
2024-05-16 12:00:00,29814.5,0.0,10.0,10.0,0.0,0.0,0.0,2981.45,1.0
2024-05-16 13:00:00,29837.6,0.0,10.0,10.0,0.0,0.0,0.0,2983.76,1.0
2024-05-16 14:00:00,29441.4,0.0,10.0,10.0,0.0,0.0,0.0,2944.14,1.0
2024-05-16 15:00:00,29576.2,0.0,10.0,10.0,0.0,0.0,0.0,2957.62,1.0
2024-05-16 16:00:00,29488.3,0.0,10.0,10.0,0.0,0.0,0.0,2948.83,1.0
2024-05-16 17:00:00,29495.8,0.0,10.0,10.0,0.0,0.0,0.0,2949.58,1.0
2024-05-16 18:00:00,29496.4,0.0,10.0,10.0,0.0,0.0,0.0,2949.64,1.0
2024-05-16 19:00:00,29471.3,0.0,10.0,10.0,0.0,0.0,0.0,2947.13,1.0
2024-05-16 20:00:00,29365.0,0.0,10.0,10.0,0.0,0.0,0.0,2936.5,1.0
2024-05-16 21:00:00,29402.6,0.0,10.0,10.0,0.0,0.0,0.0,2940.26,1.0
2024-05-16 22:00:00,29393.0,0.0,10.0,10.0,0.0,0.0,0.0,2939.3,1.0
2024-05-16 23:00:00,29434.3,0.0,10.0,10.0,0.0,0.0,0.0,2943.43,1.0
2024-05-17 00:00:00,29491.5,0.0,10.0,10.0,0.0,0.0,0.0,2949.15,1.0
2024-05-17 01:00:00,29441.6,0.0,10.0,10.0,0.0,0.0,0.0,2944.16,1.0
2024-05-17 02:00:00,29512.1,0.0,10.0,10.0,0.0,0.0,0.0,2951.21,1.0
2024-05-17 03:00:00,29494.6,0.0,10.0,10.0,0.0,0.0,0.0,2949.46,1.0
2024-05-17 04:00:00,29477.0,0.0,10.0,10.0,0.0,0.0,0.0,2947.7,1.0
2024-05-17 05:00:00,29440.4,0.0,10.0,10.0,0.0,0.0,0.0,2944.04,1.0
2024-05-17 06:00:00,29653.4,0.0,10.0,10.0,0.0,0.0,0.0,2965.34,1.0
2024-05-17 07:00:00,30239.5,0.0,10.0,10.0,0.0,0.0,0.0,3023.95,1.0
2024-05-17 08:00:00,30311.36,0.0,10.0,10.0,0.0,0.0,0.0,3031.136,1.0
2024-05-17 09:00:00,30303.414,0.0,10.0,10.0,0.0,0.0,0.0,3030.341,1.0
2024-05-17 10:00:00,30365.617,0.0,10.0,10.0,0.0,0.0,0.0,3036.562,1.0
2024-05-17 11:00:00,30315.095,0.0,10.0,10.0,0.0,0.0,0.0,3031.51,1.0
2024-05-17 12:00:00,30802.88,0.0,10.0,10.0,0.0,0.0,0.0,3080.288,1.0
2024-05-17 13:00:00,30567.593,0.0,10.0,10.0,0.0,0.0,0.0,3056.759,1.0
2024-05-17 14:00:00,30894.173,0.0,10.0,10.0,0.0,0.0,0.0,3089.417,1.0
2024-05-17 15:00:00,31159.467,0.0,10.0,10.0,0.0,0.0,0.0,3115.947,1.0
2024-05-17 16:00:00,30984.695,0.0,10.0,10.0,0.0,0.0,0.0,3098.47,1.0
2024-05-17 17:00:00,30872.852,0.0,10.0,10.0,0.0,0.0,0.0,3087.285,1.0
2024-05-17 18:00:00,30888.708,0.0,10.0,10.0,0.0,0.0,0.0,3088.871,1.0
2024-05-17 19:00:00,30856.622,0.0,10.0,10.0,0.0,0.0,0.0,3085.662,1.0
2024-05-17 20:00:00,30920.911,0.0,10.0,10.0,0.0,0.0,0.0,3092.091,1.0
2024-05-17 21:00:00,30894.532,0.0,10.0,10.0,0.0,0.0,0.0,3089.453,1.0
2024-05-17 22:00:00,30935.102,0.0,10.0,10.0,0.0,0.0,0.0,3093.51,1.0
2024-05-17 23:00:00,30943.222,0.0,10.0,10.0,0.0,0.0,0.0,3094.322,1.0
2024-05-18 00:00:00,30997.039,0.0,10.0,10.0,0.0,0.0,0.0,3099.704,1.0
2024-05-18 01:00:00,31011.419,0.0,10.0,10.0,0.0,0.0,0.0,3101.142,1.0
2024-05-18 02:00:00,30997.625,0.0,10.0,10.0,0.0,0.0,0.0,3099.762,1.0
2024-05-18 03:00:00,31157.119,0.0,10.0,10.0,0.0,0.0,0.0,3115.712,1.0
2024-05-18 04:00:00,31040.973,0.0,10.0,10.0,0.0,0.0,0.0,3104.097,1.0
2024-05-18 05:00:00,30980.919,0.0,10.0,10.0,0.0,0.0,0.0,3098.092,1.0
2024-05-18 06:00:00,31000.992,0.0,10.0,10.0,0.0,0.0,0.0,3100.099,1.0
2024-05-18 07:00:00,31041.9,0.0,10.0,10.0,0.0,0.0,0.0,3104.19,1.0
2024-05-18 08:00:00,31196.206,0.0,10.0,10.0,0.0,0.0,0.0,3119.621,1.0
2024-05-18 09:00:00,31261.153,0.0,10.0,10.0,0.0,0.0,0.0,3126.115,1.0
2024-05-18 10:00:00,31408.866,0.0,10.0,10.0,0.0,0.0,0.0,3140.887,1.0
2024-05-18 11:00:00,31380.104,0.0,10.0,10.0,0.0,0.0,0.0,3138.01,1.0
2024-05-18 12:00:00,31214.591,0.0,10.0,10.0,0.0,0.0,0.0,3121.459,1.0
2024-05-18 13:00:00,31119.723,0.0,10.0,10.0,0.0,0.0,0.0,3111.972,1.0
2024-05-18 14:00:00,31058.728,0.0,10.0,10.0,0.0,0.0,0.0,3105.873,1.0
2024-05-18 15:00:00,31127.482,0.0,10.0,10.0,0.0,0.0,0.0,3112.748,1.0
2024-05-18 16:00:00,31112.706,0.0,10.0,10.0,0.0,0.0,0.0,3111.271,1.0
2024-05-18 17:00:00,31143.151,0.0,10.0,10.0,0.0,0.0,0.0,3114.315,1.0
2024-05-18 18:00:00,31141.127,0.0,10.0,10.0,0.0,0.0,0.0,3114.113,1.0
2024-05-18 19:00:00,31213.537,0.0,10.0,10.0,0.0,0.0,0.0,3121.354,1.0
2024-05-18 20:00:00,31237.06,0.0,10.0,10.0,0.0,0.0,0.0,3123.706,1.0
2024-05-18 21:00:00,31178.353,0.0,10.0,10.0,0.0,0.0,0.0,3117.835,1.0
2024-05-19 21:00:00,30693.114,0.0,10.0,10.0,0.0,0.0,0.0,3069.311,1.0
2024-05-19 22:00:00,30771.065,0.0,10.0,10.0,0.0,0.0,0.0,3077.106,1.0
2024-05-19 23:00:00,30732.91,0.0,10.0,10.0,0.0,0.0,0.0,3073.291,1.0
2024-05-20 00:00:00,30823.441,0.0,10.0,10.0,0.0,0.0,0.0,3082.344,1.0
2024-05-20 01:00:00,30778.637,0.0,10.0,10.0,0.0,0.0,0.0,3077.864,1.0
2024-05-20 02:00:00,30914.023,0.0,10.0,10.0,0.0,0.0,0.0,3091.402,1.0
2024-05-20 03:00:00,30869.676,0.0,10.0,10.0,0.0,0.0,0.0,3086.968,1.0
2024-05-20 04:00:00,31235.954,0.0,10.0,10.0,0.0,0.0,0.0,3123.595,1.0
2024-05-20 05:00:00,31247.421,0.0,10.0,10.0,0.0,0.0,0.0,3124.742,1.0
2024-05-20 06:00:00,30691.006,0.0,10.0,10.0,0.0,0.0,0.0,3069.101,1.0
2024-05-20 07:00:00,30929.8,0.0,10.0,10.0,0.0,0.0,0.0,3092.98,1.0
2024-05-20 08:00:00,31013.998,0.0,10.0,10.0,0.0,0.0,0.0,3101.4,1.0
2024-05-20 09:00:00,30996.399,0.0,10.0,10.0,0.0,0.0,0.0,3099.64,1.0
2024-05-20 10:00:00,31083.01,0.0,10.0,10.0,0.0,0.0,0.0,3108.301,1.0
2024-05-20 11:00:00,30948.735,0.0,10.0,10.0,0.0,0.0,0.0,3094.874,1.0
2024-05-20 12:00:00,30875.466,0.0,10.0,10.0,0.0,0.0,0.0,3087.547,1.0
2024-05-20 13:00:00,30956.615,0.0,10.0,10.0,0.0,0.0,0.0,3095.662,1.0
2024-05-20 14:00:00,30881.674,0.0,10.0,10.0,0.0,0.0,0.0,3088.167,1.0
2024-05-20 15:00:00,31199.179,0.0,10.0,10.0,0.0,0.0,0.0,3119.918,1.0
2024-05-20 16:00:00,31349.418,0.0,10.0,10.0,0.0,0.0,0.0,3134.942,1.0
2024-05-20 17:00:00,31408.4,0.0,10.0,10.0,0.0,0.0,0.0,3140.84,1.0
2024-05-20 18:00:00,31510.482,0.0,10.0,10.0,0.0,0.0,0.0,3151.048,1.0
2024-05-20 19:00:00,34446.249,0.0,10.0,10.0,0.0,0.0,0.0,3444.625,1.0
2024-05-20 20:00:00,35038.381,0.0,10.0,10.0,0.0,0.0,0.0,3503.838,1.0
2024-05-20 21:00:00,36215.529,0.0,10.0,10.0,0.0,0.0,0.0,3621.553,1.0
2024-05-20 22:00:00,36145.628,0.0,10.0,10.0,0.0,0.0,0.0,3614.563,1.0
2024-05-20 23:00:00,36598.425,0.0,10.0,10.0,0.0,0.0,0.0,3659.842,1.0
2024-05-21 00:00:00,36880.967,0.0,10.0,10.0,0.0,0.0,0.0,3688.097,1.0
2024-05-21 01:00:00,36849.606,0.0,10.0,10.0,0.0,0.0,0.0,3684.961,1.0
2024-05-21 02:00:00,36789.199,0.0,10.0,10.0,0.0,0.0,0.0,3678.92,1.0
2024-05-21 03:00:00,37029.037,0.0,10.0,10.0,0.0,0.0,0.0,3702.904,1.0
2024-05-21 04:00:00,36608.049,0.0,10.0,10.0,0.0,0.0,0.0,3660.805,1.0
2024-05-21 05:00:00,36482.124,0.0,10.0,10.0,0.0,0.0,0.0,3648.212,1.0
2024-05-21 06:00:00,36676.71,0.0,10.0,10.0,0.0,0.0,0.0,3667.671,1.0
2024-05-21 07:00:00,36658.6,0.0,10.0,10.0,0.0,0.0,0.0,3665.86,1.0
2024-05-21 08:00:00,36593.006,0.0,10.0,10.0,0.0,0.0,0.0,3659.301,1.0
2024-05-21 09:00:00,36788.844,0.0,10.0,10.0,0.0,0.0,0.0,3678.884,1.0
2024-05-21 10:00:00,37127.904,0.0,10.0,10.0,0.0,0.0,0.0,3712.79,1.0
2024-05-21 11:00:00,37797.883,0.0,10.0,10.0,0.0,0.0,0.0,3779.788,1.0
2024-05-21 12:00:00,37969.237,0.0,10.0,10.0,0.0,0.0,0.0,3796.924,1.0
2024-05-21 13:00:00,37649.893,0.0,10.0,10.0,0.0,0.0,0.0,3764.989,1.0
2024-05-21 14:00:00,37752.964,0.0,10.0,10.0,0.0,0.0,0.0,3775.296,1.0
2024-05-21 15:00:00,37787.226,0.0,10.0,10.0,0.0,0.0,0.0,3778.723,1.0
2024-05-21 16:00:00,37756.356,0.0,10.0,10.0,0.0,0.0,0.0,3775.636,1.0
2024-05-21 17:00:00,37462.91,0.0,10.0,10.0,0.0,0.0,0.0,3746.291,1.0
2024-05-21 18:00:00,37283.286,0.0,10.0,10.0,0.0,0.0,0.0,3728.329,1.0
2024-05-21 19:00:00,37162.01,0.0,10.0,10.0,0.0,0.0,0.0,3716.201,1.0
2024-05-21 20:00:00,37476.529,0.0,10.0,10.0,0.0,0.0,0.0,3747.653,1.0
2024-05-21 21:00:00,37465.676,0.0,10.0,10.0,0.0,0.0,0.0,3746.568,1.0
2024-05-21 22:00:00,38183.444,0.0,10.0,10.0,0.0,0.0,0.0,3818.344,1.0
2024-05-21 23:00:00,37876.36,0.0,10.0,10.0,0.0,0.0,0.0,3787.636,1.0
2024-05-22 00:00:00,37841.423,0.0,10.0,10.0,0.0,0.0,0.0,3784.142,1.0
2024-05-22 01:00:00,37858.433,0.0,10.0,10.0,0.0,0.0,0.0,3785.843,1.0
2024-05-22 02:00:00,37936.921,0.0,10.0,10.0,0.0,0.0,0.0,3793.692,1.0
2024-05-22 03:00:00,37942.956,0.0,10.0,10.0,0.0,0.0,0.0,3794.296,1.0
2024-05-22 04:00:00,37476.451,0.0,10.0,10.0,0.0,0.0,0.0,3747.645,1.0
2024-05-22 05:00:00,37555.222,0.0,10.0,10.0,0.0,0.0,0.0,3755.522,1.0
2024-05-22 06:00:00,37614.669,0.0,10.0,10.0,0.0,0.0,0.0,3761.467,1.0
2024-05-22 07:00:00,37496.9,0.0,10.0,10.0,0.0,0.0,0.0,3749.69,1.0
2024-05-22 08:00:00,37694.319,0.0,10.0,10.0,0.0,0.0,0.0,3769.432,1.0
2024-05-22 09:00:00,37371.248,0.0,10.0,10.0,0.0,0.0,0.0,3737.125,1.0
2024-05-22 10:00:00,37428.339,0.0,10.0,10.0,0.0,0.0,0.0,3742.834,1.0
2024-05-22 11:00:00,37104.489,0.0,10.0,10.0,0.0,0.0,0.0,3710.449,1.0
2024-05-22 12:00:00,36689.151,0.0,10.0,10.0,0.0,0.0,0.0,3668.915,1.0
2024-05-22 13:00:00,36793.16,0.0,10.0,10.0,0.0,0.0,0.0,3679.316,1.0
2024-05-22 14:00:00,37492.959,0.0,10.0,10.0,0.0,0.0,0.0,3749.296,1.0
2024-05-22 15:00:00,37605.766,0.0,10.0,10.0,0.0,0.0,0.0,3760.577,1.0
2024-05-22 16:00:00,37620.107,0.0,10.0,10.0,0.0,0.0,0.0,3762.011,1.0
2024-05-22 17:00:00,37400.207,0.0,10.0,10.0,0.0,0.0,0.0,3740.021,1.0
2024-05-22 18:00:00,37332.585,0.0,10.0,10.0,0.0,0.0,0.0,3733.258,1.0
2024-05-22 19:00:00,37423.946,0.0,10.0,10.0,0.0,0.0,0.0,3742.395,1.0
2024-05-22 20:00:00,37468.542,0.0,10.0,10.0,0.0,0.0,0.0,3746.854,1.0
2024-05-22 21:00:00,37726.793,0.0,10.0,10.0,0.0,0.0,0.0,3772.679,1.0
2024-05-22 22:00:00,37413.369,0.0,10.0,10.0,0.0,0.0,0.0,3741.337,1.0
2024-05-22 23:00:00,37396.336,0.0,10.0,10.0,0.0,0.0,0.0,3739.634,1.0
2024-05-23 00:00:00,37615.19,0.0,10.0,10.0,0.0,0.0,0.0,3761.519,1.0
2024-05-23 01:00:00,37585.234,0.0,10.0,10.0,0.0,0.0,0.0,3758.523,1.0
2024-05-23 02:00:00,37661.572,0.0,10.0,10.0,0.0,0.0,0.0,3766.157,1.0
2024-05-23 03:00:00,37822.336,0.0,10.0,10.0,0.0,0.0,0.0,3782.234,1.0
2024-05-23 04:00:00,37909.734,0.0,10.0,10.0,0.0,0.0,0.0,3790.973,1.0
2024-05-23 05:00:00,37632.934,0.0,10.0,10.0,0.0,0.0,0.0,3763.293,1.0
2024-05-23 06:00:00,37853.293,0.0,10.0,10.0,0.0,0.0,0.0,3785.329,1.0
2024-05-23 07:00:00,38116.5,0.0,10.0,10.0,0.0,0.0,0.0,3811.65,1.0
2024-05-23 08:00:00,38461.85,0.0,10.0,10.0,0.0,0.0,0.0,3846.185,1.0
2024-05-23 09:00:00,38390.15,0.0,10.0,10.0,0.0,0.0,0.0,3839.015,1.0
2024-05-23 10:00:00,38726.75,0.0,10.0,10.0,0.0,0.0,0.0,3872.675,1.0
2024-05-23 11:00:00,39579.65,0.0,10.0,10.0,0.0,0.0,0.0,3957.965,1.0
2024-05-23 12:00:00,38859.45,0.0,10.0,10.0,0.0,0.0,0.0,3885.945,1.0
2024-05-23 13:00:00,38229.25,0.0,10.0,10.0,0.0,0.0,0.0,3822.925,1.0
2024-05-23 14:00:00,37924.9,0.0,10.0,10.0,0.0,0.0,0.0,3792.49,1.0
2024-05-23 15:00:00,38571.8,0.0,10.0,10.0,0.0,0.0,0.0,3857.18,1.0
2024-05-23 16:00:00,38276.95,0.0,10.0,10.0,0.0,0.0,0.0,3827.695,1.0
2024-05-23 17:00:00,38211.0,0.0,10.0,10.0,0.0,0.0,0.0,3821.1,1.0
2024-05-23 18:00:00,38188.45,0.0,10.0,10.0,0.0,0.0,0.0,3818.845,1.0
2024-05-23 19:00:00,38241.0,0.0,10.0,10.0,0.0,0.0,0.0,3824.1,1.0
2024-05-23 20:00:00,37969.5,0.0,10.0,10.0,0.0,0.0,0.0,3796.95,1.0
2024-05-23 21:00:00,38800.0,0.0,10.0,10.0,0.0,0.0,0.0,3880.0,1.0
2024-05-23 22:00:00,38402.4,0.0,10.0,10.0,0.0,0.0,0.0,3840.24,1.0
2024-05-23 23:00:00,38115.85,0.0,10.0,10.0,0.0,0.0,0.0,3811.585,1.0
2024-05-24 00:00:00,38514.4,0.0,10.0,10.0,0.0,0.0,0.0,3851.44,1.0
2024-05-24 01:00:00,38456.4,0.0,10.0,10.0,0.0,0.0,0.0,3845.64,1.0
2024-05-24 02:00:00,38591.65,0.0,10.0,10.0,0.0,0.0,0.0,3859.165,1.0
2024-05-24 03:00:00,38372.8,0.0,10.0,10.0,0.0,0.0,0.0,3837.28,1.0
2024-05-24 04:00:00,38381.15,0.0,10.0,10.0,0.0,0.0,0.0,3838.115,1.0
2024-05-24 05:00:00,37588.6,0.0,10.0,10.0,0.0,0.0,0.0,3758.86,1.0
2024-05-24 06:00:00,37129.2,0.0,10.0,10.0,0.0,0.0,0.0,3712.92,1.0
